id,production_date,panel_serial_nbr,energy_produced
130417,2023-03-17,482303052497,1.041
130418,2023-03-17,482303052574,1.055
130419,2023-03-17,482303052582,1.052
130420,2023-03-17,482303052599,1.118
132031,2023-03-16,482303052269,1.02
132032,2023-03-16,482303052299,1.115
132033,2023-03-16,482303052413,0.772
132034,2023-03-16,482303052483,1.014
132035,2023-03-16,482303052487,1.108
132036,2023-03-16,482303052489,0.783
132037,2023-03-16,482303052497,1.001
132038,2023-03-16,482303052574,1.028
132039,2023-03-16,482303052582,0.999
132040,2023-03-16,482303052599,1.109
133661,2023-03-15,482303052269,1.73
133662,2023-03-15,482303052299,1.82
133663,2023-03-15,482303052413,1.02
133664,2023-03-15,482303052483,1.75
133665,2023-03-15,482303052487,1.82
133666,2023-03-15,482303052489,1.08
133667,2023-03-15,482303052497,1.57
133668,2023-03-15,482303052574,1.77
133669,2023-03-15,482303052582,1.59
133670,2023-03-15,482303052599,1.82
135301,2023-03-14,482303052269,1.116
135302,2023-03-14,482303052299,1.186
135303,2023-03-14,482303052413,0.752
135304,2023-03-14,482303052483,1.113
135305,2023-03-14,482303052487,1.182
135306,2023-03-14,482303052489,0.767
135307,2023-03-14,482303052497,1.065
135308,2023-03-14,482303052574,1.124
135309,2023-03-14,482303052582,1.07
135310,2023-03-14,482303052599,1.186
136951,2023-03-13,482303052269,1.423
136952,2023-03-13,482303052299,1.492
136953,2023-03-13,482303052413,0.742
136954,2023-03-13,482303052483,1.422
136955,2023-03-13,482303052487,1.486
136956,2023-03-13,482303052489,0.75
136957,2023-03-13,482303052497,1.223
136958,2023-03-13,482303052574,1.425
136959,2023-03-13,482303052582,1.222
136960,2023-03-13,482303052599,1.483
138611,2023-03-12,482303052269,0.656
138612,2023-03-12,482303052299,0.735
138613,2023-03-12,482303052413,0.569
138614,2023-03-12,482303052483,0.651
138615,2023-03-12,482303052487,0.731
138616,2023-03-12,482303052489,0.578
138617,2023-03-12,482303052497,0.694
138618,2023-03-12,482303052574,0.663
138619,2023-03-12,482303052582,0.695
138620,2023-03-12,482303052599,0.734
140281,2023-03-11,482303052269,1.535
140282,2023-03-11,482303052299,1.707
140283,2023-03-11,482303052413,0.814
140284,2023-03-11,482303052483,1.557
140285,2023-03-11,482303052487,1.715
140286,2023-03-11,482303052489,0.85
140287,2023-03-11,482303052497,1.345
140288,2023-03-11,482303052574,1.486
140289,2023-03-11,482303052582,1.377
140290,2023-03-11,482303052599,1.72
141961,2023-03-10,482303052269,0.134
141962,2023-03-10,482303052299,0.173
141963,2023-03-10,482303052413,0.17
141964,2023-03-10,482303052483,0.132
141965,2023-03-10,482303052487,0.171
141966,2023-03-10,482303052489,0.173
141967,2023-03-10,482303052497,0.18
141968,2023-03-10,482303052574,0.135
141969,2023-03-10,482303052582,0.182
141970,2023-03-10,482303052599,0.174
143651,2023-03-09,482303052269,0.23
143652,2023-03-09,482303052299,0.285
143653,2023-03-09,482303052413,0.297
143654,2023-03-09,482303052483,0.225
143655,2023-03-09,482303052487,0.281
143656,2023-03-09,482303052489,0.301
143657,2023-03-09,482303052497,0.311
143658,2023-03-09,482303052574,0.234
143659,2023-03-09,482303052582,0.311
143660,2023-03-09,482303052599,0.284
145351,2023-03-08,482303052269,0.509
145352,2023-03-08,482303052299,0.588
145353,2023-03-08,482303052413,0.54
145354,2023-03-08,482303052483,0.501
145355,2023-03-08,482303052487,0.582
145356,2023-03-08,482303052489,0.55
145357,2023-03-08,482303052497,0.601
145358,2023-03-08,482303052574,0.517
145359,2023-03-08,482303052582,0.602
145360,2023-03-08,482303052599,0.588
147061,2023-03-07,482303052269,0.331
147062,2023-03-07,482303052299,0.403
147063,2023-03-07,482303052413,0.4
147064,2023-03-07,482303052483,0.326
147065,2023-03-07,482303052487,0.398
147066,2023-03-07,482303052489,0.407
147067,2023-03-07,482303052497,0.43
147068,2023-03-07,482303052574,0.337
147069,2023-03-07,482303052582,0.43
147070,2023-03-07,482303052599,0.403
148781,2023-03-06,482303052269,0.636
148782,2023-03-06,482303052299,0.712
148783,2023-03-06,482303052413,0.585
148784,2023-03-06,482303052483,0.637
148785,2023-03-06,482303052487,0.712
148786,2023-03-06,482303052489,0.602
148787,2023-03-06,482303052497,0.69
148788,2023-03-06,482303052574,0.655
148789,2023-03-06,482303052582,0.697
148790,2023-03-06,482303052599,0.719
150511,2023-03-05,482303052269,0.604
150512,2023-03-05,482303052299,0.674
150513,2023-03-05,482303052413,0.488
150514,2023-03-05,482303052483,0.601
150515,2023-03-05,482303052487,0.67
150516,2023-03-05,482303052489,0.494
150517,2023-03-05,482303052497,0.618
150518,2023-03-05,482303052574,0.612
150519,2023-03-05,482303052582,0.62
150520,2023-03-05,482303052599,0.673
152251,2023-03-04,482303052269,0.577
152252,2023-03-04,482303052299,0.646
152253,2023-03-04,482303052413,0.523
152254,2023-03-04,482303052483,0.574
152255,2023-03-04,482303052487,0.643
152256,2023-03-04,482303052489,0.536
152257,2023-03-04,482303052497,0.63
152258,2023-03-04,482303052574,0.586
152259,2023-03-04,482303052582,0.628
152260,2023-03-04,482303052599,0.648
154001,2023-03-03,482303052269,0.831
154002,2023-03-03,482303052299,0.9
154003,2023-03-03,482303052413,0.587
154004,2023-03-03,482303052483,0.841
154005,2023-03-03,482303052487,0.905
154006,2023-03-03,482303052489,0.619
154007,2023-03-03,482303052497,0.809
154008,2023-03-03,482303052574,0.86
154009,2023-03-03,482303052582,0.822
154010,2023-03-03,482303052599,0.911
155761,2023-03-02,482303052269,1.927
155762,2023-03-02,482303052299,2.011
155763,2023-03-02,482303052413,0.761
155764,2023-03-02,482303052483,1.947
155765,2023-03-02,482303052487,2.023
155766,2023-03-02,482303052489,0.798
155767,2023-03-02,482303052497,1.511
155768,2023-03-02,482303052574,1.962
155769,2023-03-02,482303052582,1.526
155770,2023-03-02,482303052599,2.022
157531,2023-03-01,482303052269,1.897
157532,2023-03-01,482303052299,1.969
157533,2023-03-01,482303052413,0.726
157534,2023-03-01,482303052483,1.919
157535,2023-03-01,482303052487,1.98
157536,2023-03-01,482303052489,0.753
157537,2023-03-01,482303052497,1.463
157538,2023-03-01,482303052574,1.932
157539,2023-03-01,482303052582,1.473
157540,2023-03-01,482303052599,1.978
159311,2023-02-28,482303052269,1.342
159312,2023-02-28,482303052299,1.41
159313,2023-02-28,482303052413,0.527
159314,2023-02-28,482303052483,1.337
159315,2023-02-28,482303052487,1.402
159316,2023-02-28,482303052489,0.529
159317,2023-02-28,482303052497,1.051
159318,2023-02-28,482303052574,1.342
159319,2023-02-28,482303052582,1.042
159320,2023-02-28,482303052599,1.398
161101,2023-02-27,482303052269,1.409
161102,2023-02-27,482303052299,1.466
161103,2023-02-27,482303052413,0.651
161104,2023-02-27,482303052483,1.428
161105,2023-02-27,482303052487,1.477
161106,2023-02-27,482303052489,0.691
161107,2023-02-27,482303052497,1.172
161108,2023-02-27,482303052574,1.443
161109,2023-02-27,482303052582,1.189
161110,2023-02-27,482303052599,1.481
162901,2023-02-26,482303052269,1.704
162902,2023-02-26,482303052299,1.768
162903,2023-02-26,482303052413,0.65
162904,2023-02-26,482303052483,1.722
162905,2023-02-26,482303052487,1.78
162906,2023-02-26,482303052489,0.685
162907,2023-02-26,482303052497,1.337
162908,2023-02-26,482303052574,1.735
162909,2023-02-26,482303052582,1.352
162910,2023-02-26,482303052599,1.782
164711,2023-02-25,482303052269,1.157
164712,2023-02-25,482303052299,1.222
164713,2023-02-25,482303052413,0.507
164714,2023-02-25,482303052483,1.161
164715,2023-02-25,482303052487,1.221
164716,2023-02-25,482303052489,0.52
164717,2023-02-25,482303052497,0.941
164718,2023-02-25,482303052574,1.167
164719,2023-02-25,482303052582,0.944
164720,2023-02-25,482303052599,1.224
166531,2023-02-24,482303052269,0.473
166532,2023-02-24,482303052299,0.522
166533,2023-02-24,482303052413,0.354
166534,2023-02-24,482303052483,0.47
166535,2023-02-24,482303052487,0.519
166536,2023-02-24,482303052489,0.359
166537,2023-02-24,482303052497,0.474
166538,2023-02-24,482303052574,0.478
166539,2023-02-24,482303052582,0.475
166540,2023-02-24,482303052599,0.522
168361,2023-02-23,482303052269,0.211
168362,2023-02-23,482303052299,0.253
168363,2023-02-23,482303052413,0.242
168364,2023-02-23,482303052483,0.206
168365,2023-02-23,482303052487,0.25
168366,2023-02-23,482303052489,0.246
168367,2023-02-23,482303052497,0.264
168368,2023-02-23,482303052574,0.213
168369,2023-02-23,482303052582,0.264
168370,2023-02-23,482303052599,0.252
170201,2023-02-22,482303052269,0.278
170202,2023-02-22,482303052299,0.331
170203,2023-02-22,482303052413,0.322
170204,2023-02-22,482303052483,0.273
170205,2023-02-22,482303052487,0.327
170206,2023-02-22,482303052489,0.327
170207,2023-02-22,482303052497,0.347
170208,2023-02-22,482303052574,0.282
170209,2023-02-22,482303052582,0.348
170210,2023-02-22,482303052599,0.33
172051,2023-02-21,482303052269,0.101
172052,2023-02-21,482303052299,0.126
172053,2023-02-21,482303052413,0.131
172054,2023-02-21,482303052483,0.099
172055,2023-02-21,482303052487,0.124
172056,2023-02-21,482303052489,0.133
172057,2023-02-21,482303052497,0.137
172058,2023-02-21,482303052574,0.102
172059,2023-02-21,482303052582,0.138
172060,2023-02-21,482303052599,0.126
173911,2023-02-20,482303052269,0.232
173912,2023-02-20,482303052299,0.282
173913,2023-02-20,482303052413,0.283
173914,2023-02-20,482303052483,0.227
173915,2023-02-20,482303052487,0.278
173916,2023-02-20,482303052489,0.287
173917,2023-02-20,482303052497,0.3
173918,2023-02-20,482303052574,0.235
173919,2023-02-20,482303052582,0.301
173920,2023-02-20,482303052599,0.281
175781,2023-02-19,482303052269,0.164
175782,2023-02-19,482303052299,0.198
175783,2023-02-19,482303052413,0.188
175784,2023-02-19,482303052483,0.16
175785,2023-02-19,482303052487,0.195
175786,2023-02-19,482303052489,0.192
175787,2023-02-19,482303052497,0.207
175788,2023-02-19,482303052574,0.166
175789,2023-02-19,482303052582,0.208
175790,2023-02-19,482303052599,0.197
177661,2023-02-18,482303052269,0.444
177662,2023-02-18,482303052299,0.499
177663,2023-02-18,482303052413,0.362
177664,2023-02-18,482303052483,0.44
177665,2023-02-18,482303052487,0.497
177666,2023-02-18,482303052489,0.368
177667,2023-02-18,482303052497,0.458
177668,2023-02-18,482303052574,0.449
177669,2023-02-18,482303052582,0.459
177670,2023-02-18,482303052599,0.499
179551,2023-02-17,482303052269,0.371
179552,2023-02-17,482303052299,0.425
179553,2023-02-17,482303052413,0.297
179554,2023-02-17,482303052483,0.366
179555,2023-02-17,482303052487,0.42
179556,2023-02-17,482303052489,0.3
179557,2023-02-17,482303052497,0.379
179558,2023-02-17,482303052574,0.373
179559,2023-02-17,482303052582,0.378
179560,2023-02-17,482303052599,0.422
181451,2023-02-16,482303052269,0.098
181452,2023-02-16,482303052299,0.124
181453,2023-02-16,482303052413,0.105
181454,2023-02-16,482303052483,0.1
181455,2023-02-16,482303052487,0.123
181456,2023-02-16,482303052489,0.106
181457,2023-02-16,482303052497,0.122
181458,2023-02-16,482303052574,0.109
181459,2023-02-16,482303052582,0.122
181460,2023-02-16,482303052599,0.124
181461,2023-12-31,482303052269,0.136
181462,2023-12-31,482303052299,0.154
181463,2023-12-31,482303052413,0.104
181464,2023-12-31,482303052483,0.135
181465,2023-12-31,482303052487,0.153
181466,2023-12-31,482303052489,0.106
181467,2023-12-31,482303052497,0.136
181468,2023-12-31,482303052574,0.137
181469,2023-12-31,482303052582,0.136
181470,2023-12-31,482303052599,0.154
181471,2023-12-30,482303052269,0.109
181472,2023-12-30,482303052299,0.129
181473,2023-12-30,482303052413,0.111
181474,2023-12-30,482303052483,0.107
181475,2023-12-30,482303052487,0.128
181476,2023-12-30,482303052489,0.113
181477,2023-12-30,482303052497,0.127
181478,2023-12-30,482303052574,0.11
181479,2023-12-30,482303052582,0.128
181480,2023-12-30,482303052599,0.129
181491,2023-12-29,482303052269,0.147
181492,2023-12-29,482303052299,0.169
181493,2023-12-29,482303052413,0.13
181494,2023-12-29,482303052483,0.146
181495,2023-12-29,482303052487,0.168
181496,2023-12-29,482303052489,0.134
181497,2023-12-29,482303052497,0.158
181498,2023-12-29,482303052574,0.149
181499,2023-12-29,482303052582,0.159
181500,2023-12-29,482303052599,0.169
181521,2023-12-28,482303052269,0.132
181522,2023-12-28,482303052299,0.154
181523,2023-12-28,482303052413,0.122
181524,2023-12-28,482303052483,0.131
181525,2023-12-28,482303052487,0.152
181526,2023-12-28,482303052489,0.124
181527,2023-12-28,482303052497,0.146
181528,2023-12-28,482303052574,0.134
181529,2023-12-28,482303052582,0.147
181530,2023-12-28,482303052599,0.153
181561,2023-12-27,482303052269,0.028
181562,2023-12-27,482303052299,0.036
181563,2023-12-27,482303052413,0.037
181564,2023-12-27,482303052483,0.027
181565,2023-12-27,482303052487,0.035
181566,2023-12-27,482303052489,0.038
181567,2023-12-27,482303052497,0.039
181568,2023-12-27,482303052574,0.029
181569,2023-12-27,482303052582,0.039
181570,2023-12-27,482303052599,0.035
181611,2023-12-26,482303052269,0.148
181612,2023-12-26,482303052299,0.182
181613,2023-12-26,482303052413,0.096
181614,2023-12-26,482303052483,0.155
181615,2023-12-26,482303052487,0.182
181616,2023-12-26,482303052489,0.098
181617,2023-12-26,482303052497,0.139
181618,2023-12-26,482303052574,0.162
181619,2023-12-26,482303052582,0.143
181620,2023-12-26,482303052599,0.184
181671,2023-12-25,482303052269,0.227
181672,2023-12-25,482303052299,0.251
181673,2023-12-25,482303052413,0.145
181674,2023-12-25,482303052483,0.227
181675,2023-12-25,482303052487,0.249
181676,2023-12-25,482303052489,0.146
181677,2023-12-25,482303052497,0.209
181678,2023-12-25,482303052574,0.23
181679,2023-12-25,482303052582,0.211
181680,2023-12-25,482303052599,0.25
181741,2023-12-24,482303052269,0.017
181742,2023-12-24,482303052299,0.022
181743,2023-12-24,482303052413,0.024
181744,2023-12-24,482303052483,0.017
181745,2023-12-24,482303052487,0.022
181746,2023-12-24,482303052489,0.024
181747,2023-12-24,482303052497,0.025
181748,2023-12-24,482303052574,0.018
181749,2023-12-24,482303052582,0.025
181750,2023-12-24,482303052599,0.022
181821,2023-12-23,482303052269,0.1
181822,2023-12-23,482303052299,0.12
181823,2023-12-23,482303052413,0.109
181824,2023-12-23,482303052483,0.099
181825,2023-12-23,482303052487,0.118
181826,2023-12-23,482303052489,0.11
181827,2023-12-23,482303052497,0.122
181828,2023-12-23,482303052574,0.102
181829,2023-12-23,482303052582,0.122
181830,2023-12-23,482303052599,0.119
181911,2023-12-22,482303052269,0.085
181912,2023-12-22,482303052299,0.101
181913,2023-12-22,482303052413,0.089
181914,2023-12-22,482303052483,0.084
181915,2023-12-22,482303052487,0.099
181916,2023-12-22,482303052489,0.09
181917,2023-12-22,482303052497,0.101
181918,2023-12-22,482303052574,0.086
181919,2023-12-22,482303052582,0.102
181920,2023-12-22,482303052599,0.1
182011,2023-12-21,482303052269,0.098
182012,2023-12-21,482303052299,0.116
182013,2023-12-21,482303052413,0.066
182014,2023-12-21,482303052483,0.095
182015,2023-12-21,482303052487,0.115
182016,2023-12-21,482303052489,0.067
182017,2023-12-21,482303052497,0.093
182018,2023-12-21,482303052574,0.096
182019,2023-12-21,482303052582,0.094
182020,2023-12-21,482303052599,0.115
182121,2023-12-20,482303052269,0.188
182122,2023-12-20,482303052299,0.209
182123,2023-12-20,482303052413,0.123
182124,2023-12-20,482303052483,0.189
182125,2023-12-20,482303052487,0.209
182126,2023-12-20,482303052489,0.125
182127,2023-12-20,482303052497,0.175
182128,2023-12-20,482303052574,0.192
182129,2023-12-20,482303052582,0.177
182130,2023-12-20,482303052599,0.21
182241,2023-12-19,482303052269,0.012
182242,2023-12-19,482303052299,0.016
182243,2023-12-19,482303052413,0.017
182244,2023-12-19,482303052483,0.012
182245,2023-12-19,482303052487,0.016
182246,2023-12-19,482303052489,0.017
182247,2023-12-19,482303052497,0.018
182248,2023-12-19,482303052574,0.013
182249,2023-12-19,482303052582,0.018
182250,2023-12-19,482303052599,0.016
182371,2023-12-18,482303052269,0.084
182372,2023-12-18,482303052299,0.103
182373,2023-12-18,482303052413,0.102
182374,2023-12-18,482303052483,0.083
182375,2023-12-18,482303052487,0.101
182376,2023-12-18,482303052489,0.103
182377,2023-12-18,482303052497,0.109
182378,2023-12-18,482303052574,0.085
182379,2023-12-18,482303052582,0.109
182380,2023-12-18,482303052599,0.102
182511,2023-12-17,482303052269,0.488
182512,2023-12-17,482303052299,0.584
182513,2023-12-17,482303052413,0.094
182514,2023-12-17,482303052483,0.471
182515,2023-12-17,482303052487,0.586
182516,2023-12-17,482303052489,0.095
182517,2023-12-17,482303052497,0.332
182518,2023-12-17,482303052574,0.472
182519,2023-12-17,482303052582,0.333
182520,2023-12-17,482303052599,0.591
182661,2023-12-16,482303052269,0.033
182662,2023-12-16,482303052299,0.042
182663,2023-12-16,482303052413,0.043
182664,2023-12-16,482303052483,0.032
182665,2023-12-16,482303052487,0.041
182666,2023-12-16,482303052489,0.044
182667,2023-12-16,482303052497,0.046
182668,2023-12-16,482303052574,0.033
182669,2023-12-16,482303052582,0.046
182670,2023-12-16,482303052599,0.041
182821,2023-12-15,482303052269,0.106
182822,2023-12-15,482303052299,0.128
182823,2023-12-15,482303052413,0.121
182824,2023-12-15,482303052483,0.105
182825,2023-12-15,482303052487,0.126
182826,2023-12-15,482303052489,0.123
182827,2023-12-15,482303052497,0.132
182828,2023-12-15,482303052574,0.107
182829,2023-12-15,482303052582,0.133
182830,2023-12-15,482303052599,0
182991,2023-12-14,482303052269,0.282
182992,2023-12-14,482303052299,0.333
182993,2023-12-14,482303052413,0.152
182994,2023-12-14,482303052483,0.293
182995,2023-12-14,482303052487,0.335
182996,2023-12-14,482303052489,0.156
182997,2023-12-14,482303052497,0.248
182998,2023-12-14,482303052574,0.307
182999,2023-12-14,482303052582,0.253
183000,2023-12-14,482303052599,0.337
183171,2023-12-13,482303052269,0.039
183172,2023-12-13,482303052299,0.048
183173,2023-12-13,482303052413,0.045
183174,2023-12-13,482303052483,0.038
183175,2023-12-13,482303052487,0.047
183176,2023-12-13,482303052489,0.045
183177,2023-12-13,482303052497,0.049
183178,2023-12-13,482303052574,0.04
183179,2023-12-13,482303052582,0.05
183180,2023-12-13,482303052599,0.047
183361,2023-12-12,482303052269,0.064
183362,2023-12-12,482303052299,0.079
183363,2023-12-12,482303052413,0.08
183364,2023-12-12,482303052483,0.062
183365,2023-12-12,482303052487,0.078
183366,2023-12-12,482303052489,0.082
183367,2023-12-12,482303052497,0.085
183368,2023-12-12,482303052574,0.064
183369,2023-12-12,482303052582,0.086
183370,2023-12-12,482303052599,0.078
183561,2023-12-11,482303052269,0.131
183562,2023-12-11,482303052299,0.146
183563,2023-12-11,482303052413,0.096
183564,2023-12-11,482303052483,0.132
183565,2023-12-11,482303052487,0.151
183566,2023-12-11,482303052489,0.097
183567,2023-12-11,482303052497,0.129
183568,2023-12-11,482303052574,0.134
183569,2023-12-11,482303052582,0.132
183570,2023-12-11,482303052599,0.149
183771,2023-12-10,482303052269,0.268
183772,2023-12-10,482303052299,0.293
183773,2023-12-10,482303052413,0.12
183774,2023-12-10,482303052483,0.27
183775,2023-12-10,482303052487,0.296
183776,2023-12-10,482303052489,0.125
183777,2023-12-10,482303052497,0.215
183778,2023-12-10,482303052574,0.275
183779,2023-12-10,482303052582,0.219
183780,2023-12-10,482303052599,0.295
183991,2023-12-09,482303052269,0.036
183992,2023-12-09,482303052299,0.045
183993,2023-12-09,482303052413,0.048
183994,2023-12-09,482303052483,0.036
183995,2023-12-09,482303052487,0.045
183996,2023-12-09,482303052489,0.05
183997,2023-12-09,482303052497,0.05
183998,2023-12-09,482303052574,0.037
183999,2023-12-09,482303052582,0.052
184000,2023-12-09,482303052599,0.045
184221,2023-12-08,482303052269,0.061
184222,2023-12-08,482303052299,0.076
184223,2023-12-08,482303052413,0.078
184224,2023-12-08,482303052483,0.06
184225,2023-12-08,482303052487,0.075
184226,2023-12-08,482303052489,0.079
184227,2023-12-08,482303052497,0.083
184228,2023-12-08,482303052574,0.062
184229,2023-12-08,482303052582,0.083
184230,2023-12-08,482303052599,0.076
184461,2023-12-07,482303052269,0.064
184462,2023-12-07,482303052299,0.078
184463,2023-12-07,482303052413,0.08
184464,2023-12-07,482303052483,0.062
184465,2023-12-07,482303052487,0.077
184466,2023-12-07,482303052489,0.081
184467,2023-12-07,482303052497,0.083
184468,2023-12-07,482303052574,0.064
184469,2023-12-07,482303052582,0.084
184470,2023-12-07,482303052599,0.078
184711,2023-12-06,482303052269,0.461
184712,2023-12-06,482303052299,0.503
184713,2023-12-06,482303052413,0.114
184714,2023-12-06,482303052483,0.463
184715,2023-12-06,482303052487,0.503
184716,2023-12-06,482303052489,0.117
184717,2023-12-06,482303052497,0.32
184718,2023-12-06,482303052574,0.468
184719,2023-12-06,482303052582,0.323
184720,2023-12-06,482303052599,0.504
184971,2023-12-05,482303052269,0.052
184972,2023-12-05,482303052299,0.065
184973,2023-12-05,482303052413,0.068
184974,2023-12-05,482303052483,0.05
184975,2023-12-05,482303052487,0.064
184976,2023-12-05,482303052489,0.069
184977,2023-12-05,482303052497,0.071
184978,2023-12-05,482303052574,0.053
184979,2023-12-05,482303052582,0.072
184980,2023-12-05,482303052599,0.065
185241,2023-12-04,482303052269,0.103
185242,2023-12-04,482303052299,0.125
185243,2023-12-04,482303052413,0.117
185244,2023-12-04,482303052483,0.102
185245,2023-12-04,482303052487,0.123
185246,2023-12-04,482303052489,0.11
185247,2023-12-04,482303052497,0.128
185248,2023-12-04,482303052574,0.104
185249,2023-12-04,482303052582,0.121
185250,2023-12-04,482303052599,0.124
185521,2023-12-03,482303052269,0.26
185522,2023-12-03,482303052299,0.298
185523,2023-12-03,482303052413,0.179
185524,2023-12-03,482303052483,0.264
185525,2023-12-03,482303052487,0.299
185526,2023-12-03,482303052489,0.184
185527,2023-12-03,482303052497,0.252
185528,2023-12-03,482303052574,0.271
185529,2023-12-03,482303052582,0.256
185530,2023-12-03,482303052599,0.301
185811,2023-12-02,482303052269,0.369
185812,2023-12-02,482303052299,0.438
185813,2023-12-02,482303052413,0.156
185814,2023-12-02,482303052483,0.367
185815,2023-12-02,482303052487,0.437
185816,2023-12-02,482303052489,0.16
185817,2023-12-02,482303052497,0.298
185818,2023-12-02,482303052574,0.369
185819,2023-12-02,482303052582,0.3
185820,2023-12-02,482303052599,0.439
186111,2023-12-01,482303052269,0.911
186112,2023-12-01,482303052299,1.046
186113,2023-12-01,482303052413,0.123
186114,2023-12-01,482303052483,0.92
186115,2023-12-01,482303052487,1.059
186116,2023-12-01,482303052489,0.131
186117,2023-12-01,482303052497,0.603
186118,2023-12-01,482303052574,0.929
186119,2023-12-01,482303052582,0.611
186120,2023-12-01,482303052599,1.063
186421,2023-11-30,482303052269,0.813
186422,2023-11-30,482303052299,0.912
186423,2023-11-30,482303052413,0.16
186424,2023-11-30,482303052483,0.83
186425,2023-11-30,482303052487,0.918
186426,2023-11-30,482303052489,0.168
186427,2023-11-30,482303052497,0.557
186428,2023-11-30,482303052574,0.842
186429,2023-11-30,482303052582,0.568
186430,2023-11-30,482303052599,0.923
186741,2023-11-29,482303052269,0.444
186742,2023-11-29,482303052299,0.502
186743,2023-11-29,482303052413,0.174
186744,2023-11-29,482303052483,0.453
186745,2023-11-29,482303052487,0.503
186746,2023-11-29,482303052489,0.179
186747,2023-11-29,482303052497,0.35
186748,2023-11-29,482303052574,0.463
186749,2023-11-29,482303052582,0.355
186750,2023-11-29,482303052599,0.505
187071,2023-11-28,482303052269,0.685
187072,2023-11-28,482303052299,0.833
187073,2023-11-28,482303052413,0.134
187074,2023-11-28,482303052483,0.7
187075,2023-11-28,482303052487,0.84
187076,2023-11-28,482303052489,0.142
187077,2023-11-28,482303052497,0.481
187078,2023-11-28,482303052574,0.711
187079,2023-11-28,482303052582,0.488
187080,2023-11-28,482303052599,0.845
187411,2023-11-27,482303052269,0.037
187412,2023-11-27,482303052299,0.047
187413,2023-11-27,482303052413,0.049
187414,2023-11-27,482303052483,0.036
187415,2023-11-27,482303052487,0.046
187416,2023-11-27,482303052489,0.049
187417,2023-11-27,482303052497,0.051
187418,2023-11-27,482303052574,0.038
187419,2023-11-27,482303052582,0.051
187420,2023-11-27,482303052599,0.046
187761,2023-11-26,482303052269,0.103
187762,2023-11-26,482303052299,0.124
187763,2023-11-26,482303052413,0.119
187764,2023-11-26,482303052483,0.102
187765,2023-11-26,482303052487,0.123
187766,2023-11-26,482303052489,0.121
187767,2023-11-26,482303052497,0.13
187768,2023-11-26,482303052574,0.104
187769,2023-11-26,482303052582,0.13
187770,2023-11-26,482303052599,0.124
188121,2023-11-25,482303052269,0.502
188122,2023-11-25,482303052299,0.547
188123,2023-11-25,482303052413,0.165
188124,2023-11-25,482303052483,0.51
188125,2023-11-25,482303052487,0.549
188126,2023-11-25,482303052489,0.17
188127,2023-11-25,482303052497,0.372
188128,2023-11-25,482303052574,0.518
188129,2023-11-25,482303052582,0.376
188130,2023-11-25,482303052599,0.551
188491,2023-11-24,482303052269,0.555
188492,2023-11-24,482303052299,0.601
188493,2023-11-24,482303052413,0.188
188494,2023-11-24,482303052483,0.562
188495,2023-11-24,482303052487,0.605
188496,2023-11-24,482303052489,0.194
188497,2023-11-24,482303052497,0.413
188498,2023-11-24,482303052574,0.569
188499,2023-11-24,482303052582,0.418
188500,2023-11-24,482303052599,0.606
188871,2023-11-23,482303052269,0.492
188872,2023-11-23,482303052299,0.549
188873,2023-11-23,482303052413,0.166
188874,2023-11-23,482303052483,0.499
188875,2023-11-23,482303052487,0.555
188876,2023-11-23,482303052489,0.172
188877,2023-11-23,482303052497,0.37
188878,2023-11-23,482303052574,0.507
188879,2023-11-23,482303052582,0.377
188880,2023-11-23,482303052599,0.557
189261,2023-11-22,482303052269,0.302
189262,2023-11-22,482303052299,0.338
189263,2023-11-22,482303052413,0.211
189264,2023-11-22,482303052483,0.303
189265,2023-11-22,482303052487,0.338
189266,2023-11-22,482303052489,0.215
189267,2023-11-22,482303052497,0.288
189268,2023-11-22,482303052574,0.308
189269,2023-11-22,482303052582,0.29
189270,2023-11-22,482303052599,0.339
189661,2023-11-21,482303052269,0.071
189662,2023-11-21,482303052299,0.089
189663,2023-11-21,482303052413,0.09
189664,2023-11-21,482303052483,0.07
189665,2023-11-21,482303052487,0.087
189666,2023-11-21,482303052489,0.091
189667,2023-11-21,482303052497,0.096
189668,2023-11-21,482303052574,0.073
189669,2023-11-21,482303052582,0.096
189670,2023-11-21,482303052599,0.088
190071,2023-11-20,482303052269,0.502
190072,2023-11-20,482303052299,0.551
190073,2023-11-20,482303052413,0.19
190074,2023-11-20,482303052483,0.512
190075,2023-11-20,482303052487,0.557
190076,2023-11-20,482303052489,0.197
190077,2023-11-20,482303052497,0.388
190078,2023-11-20,482303052574,0.523
190079,2023-11-20,482303052582,0.394
190080,2023-11-20,482303052599,0.558
190491,2023-11-19,482303052269,0.326
190492,2023-11-19,482303052299,0.362
190493,2023-11-19,482303052413,0.185
190494,2023-11-19,482303052483,0.329
190495,2023-11-19,482303052487,0.364
190496,2023-11-19,482303052489,0.189
190497,2023-11-19,482303052497,0.288
190498,2023-11-19,482303052574,0.334
190499,2023-11-19,482303052582,0.292
190500,2023-11-19,482303052599,0.366
190921,2023-11-18,482303052269,0.039
190922,2023-11-18,482303052299,0.049
190923,2023-11-18,482303052413,0.051
190924,2023-11-18,482303052483,0.038
190925,2023-11-18,482303052487,0.048
190926,2023-11-18,482303052489,0.051
190927,2023-11-18,482303052497,0.053
190928,2023-11-18,482303052574,0.039
190929,2023-11-18,482303052582,0.054
190930,2023-11-18,482303052599,0.049
191361,2023-11-17,482303052269,0.474
