id,production_date,panel_serial_nbr,energy_produced
290678,2024-08-17,482303052574,1.9
290679,2024-08-17,482303052582,1.91
290680,2024-08-17,482303052599,2.04
290751,2024-08-18,482303052269,1.63
290752,2024-08-18,482303052299,1.79
290753,2024-08-18,482303052413,1.4
290754,2024-08-18,482303052483,1.65
290755,2024-08-18,482303052487,1.78
290756,2024-08-18,482303052489,1.41
290757,2024-08-18,482303052497,1.68
290758,2024-08-18,482303052574,1.67
290759,2024-08-18,482303052582,1.67
290760,2024-08-18,482303052599,1.79
290841,2024-08-19,482303052269,1.88
290842,2024-08-19,482303052299,2.07
290843,2024-08-19,482303052413,1.56
290844,2024-08-19,482303052483,1.94
290845,2024-08-19,482303052487,2.06
290846,2024-08-19,482303052489,1.57
290847,2024-08-19,482303052497,1.91
290848,2024-08-19,482303052574,1.93
290849,2024-08-19,482303052582,1.89
290850,2024-08-19,482303052599,2.07
290941,2024-08-20,482303052269,0.703
290942,2024-08-20,482303052299,0.834
290943,2024-08-20,482303052413,0.811
290944,2024-08-20,482303052483,0.703
290945,2024-08-20,482303052487,0.829
290946,2024-08-20,482303052489,0.818
290947,2024-08-20,482303052497,0.867
290948,2024-08-20,482303052574,0.718
290949,2024-08-20,482303052582,0.863
290950,2024-08-20,482303052599,0.836
291051,2024-08-21,482303052269,1.66
291052,2024-08-21,482303052299,1.82
291053,2024-08-21,482303052413,1.48
291054,2024-08-21,482303052483,1.7
291055,2024-08-21,482303052487,1.81
291056,2024-08-21,482303052489,1.49
291057,2024-08-21,482303052497,1.75
291058,2024-08-21,482303052574,1.7
291059,2024-08-21,482303052582,1.74
291060,2024-08-21,482303052599,1.81
291171,2024-08-22,482303052269,0.937
291172,2024-08-22,482303052299,1.143
291173,2024-08-22,482303052413,1.099
291174,2024-08-22,482303052483,0.989
291175,2024-08-22,482303052487,1.138
291176,2024-08-22,482303052489,1.111
291177,2024-08-22,482303052497,1.183
291178,2024-08-22,482303052574,1.002
291179,2024-08-22,482303052582,1.181
291180,2024-08-22,482303052599,1.148
291301,2024-08-23,482303052269,1.314
291302,2024-08-23,482303052299,1.409
291303,2024-08-23,482303052413,0.987
291304,2024-08-23,482303052483,1.31
291305,2024-08-23,482303052487,1.397
291306,2024-08-23,482303052489,0.981
291307,2024-08-23,482303052497,1.283
291308,2024-08-23,482303052574,1.312
291309,2024-08-23,482303052582,1.269
291310,2024-08-23,482303052599,1.396
291441,2024-08-24,482303052269,0.7
291442,2024-08-24,482303052299,0.777
291443,2024-08-24,482303052413,0.674
291444,2024-08-24,482303052483,0.695
291445,2024-08-24,482303052487,0.772
291446,2024-08-24,482303052489,0.675
291447,2024-08-24,482303052497,0.767
291448,2024-08-24,482303052574,0.708
291449,2024-08-24,482303052582,0.76
291450,2024-08-24,482303052599,0.776
291591,2024-08-25,482303052269,1.6
291592,2024-08-25,482303052299,1.77
291593,2024-08-25,482303052413,1.39
291594,2024-08-25,482303052483,1.68
291595,2024-08-25,482303052487,1.77
291596,2024-08-25,482303052489,1.41
291597,2024-08-25,482303052497,1.7
291598,2024-08-25,482303052574,1.67
291599,2024-08-25,482303052582,1.71
291600,2024-08-25,482303052599,1.77
291751,2024-08-26,482303052269,1.44
291752,2024-08-26,482303052299,1.57
291753,2024-08-26,482303052413,1.21
291754,2024-08-26,482303052483,1.46
291755,2024-08-26,482303052487,1.56
291756,2024-08-26,482303052489,1.22
291757,2024-08-26,482303052497,1.47
291758,2024-08-26,482303052574,1.47
291759,2024-08-26,482303052582,1.47
291760,2024-08-26,482303052599,1.56
291921,2024-08-27,482303052269,2.17
291922,2024-08-27,482303052299,2.34
291923,2024-08-27,482303052413,1.62
291924,2024-08-27,482303052483,2.24
291925,2024-08-27,482303052487,2.33
291926,2024-08-27,482303052489,1.64
291927,2024-08-27,482303052497,2.13
291928,2024-08-27,482303052574,2.23
291929,2024-08-27,482303052582,2.11
291930,2024-08-27,482303052599,2.32
292101,2024-08-28,482303052269,2.09
292102,2024-08-28,482303052299,2.27
292103,2024-08-28,482303052413,1.57
292104,2024-08-28,482303052483,2.17
292105,2024-08-28,482303052487,2.25
292106,2024-08-28,482303052489,1.59
292107,2024-08-28,482303052497,2.06
292108,2024-08-28,482303052574,2.16
292109,2024-08-28,482303052582,2.04
292110,2024-08-28,482303052599,2.25
292291,2024-08-29,482303052269,1.51
292292,2024-08-29,482303052299,1.67
292293,2024-08-29,482303052413,1.35
292294,2024-08-29,482303052483,1.57
292295,2024-08-29,482303052487,1.66
292296,2024-08-29,482303052489,1.38
292297,2024-08-29,482303052497,1.61
292298,2024-08-29,482303052574,1.58
292299,2024-08-29,482303052582,1.63
292300,2024-08-29,482303052599,1.67
292491,2024-08-30,482303052269,1.77
292492,2024-08-30,482303052299,1.92
292493,2024-08-30,482303052413,1.33
292494,2024-08-30,482303052483,1.84
292495,2024-08-30,482303052487,1.91
292496,2024-08-30,482303052489,1.35
292497,2024-08-30,482303052497,1.73
292498,2024-08-30,482303052574,1.84
292499,2024-08-30,482303052582,1.73
292500,2024-08-30,482303052599,1.91
292701,2024-08-31,482303052269,2.03
292702,2024-08-31,482303052299,2.18
292703,2024-08-31,482303052413,1.42
292704,2024-08-31,482303052483,2.1
292705,2024-08-31,482303052487,2.17
292706,2024-08-31,482303052489,1.43
292707,2024-08-31,482303052497,1.92
292708,2024-08-31,482303052574,2.1
292709,2024-08-31,482303052582,1.92
292710,2024-08-31,482303052599,2.17
292921,2024-09-01,482303052269,1.96
292922,2024-09-01,482303052299,2.05
292923,2024-09-01,482303052413,1.29
292924,2024-09-01,482303052483,1.97
292925,2024-09-01,482303052487,2.04
292926,2024-09-01,482303052489,1.3
292927,2024-09-01,482303052497,1.78
292928,2024-09-01,482303052574,1.97
292929,2024-09-01,482303052582,1.76
292930,2024-09-01,482303052599,2.03
293151,2024-08-09,482303052269,1.21
293152,2024-08-09,482303052299,1.3
293153,2024-08-09,482303052413,1.05
293154,2024-08-09,482303052483,1.2
293155,2024-08-09,482303052487,1.29
293156,2024-08-09,482303052489,1.05
293157,2024-08-09,482303052497,1.24
293158,2024-08-09,482303052574,1.21
293159,2024-08-09,482303052582,1.23
293160,2024-08-09,482303052599,1.29
293161,2024-08-08,482303052269,2.15
293162,2024-08-08,482303052299,2.32
293163,2024-08-08,482303052413,1.9
293164,2024-08-08,482303052483,2.19
293165,2024-08-08,482303052487,2.31
293166,2024-08-08,482303052489,1.92
293167,2024-08-08,482303052497,2.26
293168,2024-08-08,482303052574,2.19
293169,2024-08-08,482303052582,2.25
293170,2024-08-08,482303052599,2.31
293531,2024-08-07,482303052269,2.29
293532,2024-08-07,482303052299,2.42
293533,2024-08-07,482303052413,1.8
293534,2024-08-07,482303052483,2.33
293535,2024-08-07,482303052487,2.41
293536,2024-08-07,482303052489,1.81
293537,2024-08-07,482303052497,2.28
293538,2024-08-07,482303052574,2.33
293539,2024-08-07,482303052582,2.26
293540,2024-08-07,482303052599,2.42
293621,2024-09-22,482303052269,1.213
293622,2024-09-22,482303052299,1.314
293623,2024-09-22,482303052413,0.883
293624,2024-09-22,482303052483,1.225
293625,2024-09-22,482303052487,1.315
293626,2024-09-22,482303052489,0.9
293627,2024-09-22,482303052497,1.175
293628,2024-09-22,482303052574,1.255
293629,2024-09-22,482303052582,1.173
293630,2024-09-22,482303052599,1.318
293631,2024-09-21,482303052269,1.85
293632,2024-09-21,482303052299,1.97
293633,2024-09-21,482303052413,1.02
293634,2024-09-21,482303052483,1.87
293635,2024-09-21,482303052487,1.98
293636,2024-09-21,482303052489,1.04
293637,2024-09-21,482303052497,1.59
293638,2024-09-21,482303052574,1.9
293639,2024-09-21,482303052582,1.59
293640,2024-09-21,482303052599,1.97
293651,2024-09-20,482303052269,1.83
293652,2024-09-20,482303052299,1.95
293653,2024-09-20,482303052413,1.03
293654,2024-09-20,482303052483,1.85
293655,2024-09-20,482303052487,1.95
293656,2024-09-20,482303052489,1.04
293657,2024-09-20,482303052497,1.58
293658,2024-09-20,482303052574,1.87
293659,2024-09-20,482303052582,1.58
293660,2024-09-20,482303052599,1.94
293681,2024-09-19,482303052269,1.684
293682,2024-09-19,482303052299,1.795
293683,2024-09-19,482303052413,0.981
293684,2024-09-19,482303052483,1.695
293685,2024-09-19,482303052487,1.794
293686,2024-09-19,482303052489,0.993
293687,2024-09-19,482303052497,1.469
293688,2024-09-19,482303052574,1.706
293689,2024-09-19,482303052582,1.465
293690,2024-09-19,482303052599,1.784
293721,2024-09-18,482303052269,1.89
293722,2024-09-18,482303052299,2.02
293723,2024-09-18,482303052413,1.12
293724,2024-09-18,482303052483,1.92
293725,2024-09-18,482303052487,2.02
293726,2024-09-18,482303052489,1.14
293727,2024-09-18,482303052497,1.66
293728,2024-09-18,482303052574,1.93
293729,2024-09-18,482303052582,1.66
293730,2024-09-18,482303052599,2.01
293771,2024-09-17,482303052269,1.446
293772,2024-09-17,482303052299,1.529
293773,2024-09-17,482303052413,0.965
293774,2024-09-17,482303052483,1.449
293775,2024-09-17,482303052487,1.523
293776,2024-09-17,482303052489,0.972
293777,2024-09-17,482303052497,1.339
293778,2024-09-17,482303052574,1.456
293779,2024-09-17,482303052582,1.331
293780,2024-09-17,482303052599,1.518
293831,2024-09-16,482303052269,1.158
293832,2024-09-16,482303052299,1.281
293833,2024-09-16,482303052413,0.813
293834,2024-09-16,482303052483,1.161
293835,2024-09-16,482303052487,1.27
293836,2024-09-16,482303052489,0.817
293837,2024-09-16,482303052497,1.105
293838,2024-09-16,482303052574,1.171
293839,2024-09-16,482303052582,1.097
293840,2024-09-16,482303052599,1.264
293901,2024-09-15,482303052269,1.211
293902,2024-09-15,482303052299,1.32
293903,2024-09-15,482303052413,0.985
293904,2024-09-15,482303052483,1.233
293905,2024-09-15,482303052487,1.315
293906,2024-09-15,482303052489,1.005
293907,2024-09-15,482303052497,1.229
293908,2024-09-15,482303052574,1.256
293909,2024-09-15,482303052582,1.238
293910,2024-09-15,482303052599,1.319
293981,2024-09-14,482303052269,1.266
293982,2024-09-14,482303052299,1.402
293983,2024-09-14,482303052413,0.976
293984,2024-09-14,482303052483,1.296
293985,2024-09-14,482303052487,1.398
293986,2024-09-14,482303052489,0.997
293987,2024-09-14,482303052497,1.261
293988,2024-09-14,482303052574,1.328
293989,2024-09-14,482303052582,1.272
293990,2024-09-14,482303052599,1.401
294071,2024-09-13,482303052269,1.66
294072,2024-09-13,482303052299,1.75
294073,2024-09-13,482303052413,1.07
294074,2024-09-13,482303052483,1.67
294075,2024-09-13,482303052487,1.74
294076,2024-09-13,482303052489,1.08
294077,2024-09-13,482303052497,1.53
294078,2024-09-13,482303052574,1.68
294079,2024-09-13,482303052582,1.53
294080,2024-09-13,482303052599,1.74
294171,2024-09-12,482303052269,1.39
294172,2024-09-12,482303052299,1.498
294173,2024-09-12,482303052413,0.946
294174,2024-09-12,482303052483,1.386
294175,2024-09-12,482303052487,1.486
294176,2024-09-12,482303052489,0.952
294177,2024-09-12,482303052497,1.307
294178,2024-09-12,482303052574,1.401
294179,2024-09-12,482303052582,1.301
294180,2024-09-12,482303052599,1.482
294281,2024-09-11,482303052269,1.37
294282,2024-09-11,482303052299,1.5
294283,2024-09-11,482303052413,1.15
294284,2024-09-11,482303052483,1.42
294285,2024-09-11,482303052487,1.5
294286,2024-09-11,482303052489,1.17
294287,2024-09-11,482303052497,1.43
294288,2024-09-11,482303052574,1.45
294289,2024-09-11,482303052582,1.44
294290,2024-09-11,482303052599,1.51
294401,2024-09-10,482303052269,0.266
294402,2024-09-10,482303052299,0.351
294403,2024-09-10,482303052413,0.371
294404,2024-09-10,482303052483,0.266
294405,2024-09-10,482303052487,0.348
294406,2024-09-10,482303052489,0.377
294407,2024-09-10,482303052497,0.381
294408,2024-09-10,482303052574,0
294409,2024-09-10,482303052582,0.383
294410,2024-09-10,482303052599,0.351
294531,2024-09-09,482303052269,1.03
294532,2024-09-09,482303052299,1.119
294533,2024-09-09,482303052413,0.874
294534,2024-09-09,482303052483,1.039
294535,2024-09-09,482303052487,1.115
294536,2024-09-09,482303052489,0.887
294537,2024-09-09,482303052497,1.069
294538,2024-09-09,482303052574,1.058
294539,2024-09-09,482303052582,1.073
294540,2024-09-09,482303052599,1.121
294671,2024-09-08,482303052269,1.64
294672,2024-09-08,482303052299,1.76
294673,2024-09-08,482303052413,1.31
294674,2024-09-08,482303052483,1.7
294675,2024-09-08,482303052487,1.76
294676,2024-09-08,482303052489,1.33
294677,2024-09-08,482303052497,1.68
294678,2024-09-08,482303052574,1.71
294679,2024-09-08,482303052582,1.68
294680,2024-09-08,482303052599,1.77
294821,2024-09-07,482303052269,1.71
294822,2024-09-07,482303052299,1.79
294823,2024-09-07,482303052413,1.11
294824,2024-09-07,482303052483,1.71
294825,2024-09-07,482303052487,1.78
294826,2024-09-07,482303052489,1.12
294827,2024-09-07,482303052497,1.56
294828,2024-09-07,482303052574,1.71
294829,2024-09-07,482303052582,1.54
294830,2024-09-07,482303052599,1.78
294981,2024-09-06,482303052269,1.68
294982,2024-09-06,482303052299,1.82
294983,2024-09-06,482303052413,1.27
294984,2024-09-06,482303052483,1.73
294985,2024-09-06,482303052487,1.82
294986,2024-09-06,482303052489,1.29
294987,2024-09-06,482303052497,1.65
294988,2024-09-06,482303052574,1.74
294989,2024-09-06,482303052582,1.64
294990,2024-09-06,482303052599,1.82
295151,2024-09-05,482303052269,1.65
295152,2024-09-05,482303052299,1.74
295153,2024-09-05,482303052413,1.03
295154,2024-09-05,482303052483,1.65
295155,2024-09-05,482303052487,1.73
295156,2024-09-05,482303052489,1.03
295157,2024-09-05,482303052497,1.47
295158,2024-09-05,482303052574,1.66
295159,2024-09-05,482303052582,1.46
295160,2024-09-05,482303052599,1.72
295331,2024-09-04,482303052269,0.499
295332,2024-09-04,482303052299,0.581
295333,2024-09-04,482303052413,0.549
295334,2024-09-04,482303052483,0.492
295335,2024-09-04,482303052487,0.576
295336,2024-09-04,482303052489,0.554
295337,2024-09-04,482303052497,0.597
295338,2024-09-04,482303052574,0.504
295339,2024-09-04,482303052582,0.594
295340,2024-09-04,482303052599,0.579
295521,2024-09-03,482303052269,0.644
295522,2024-09-03,482303052299,0.744
295523,2024-09-03,482303052413,0.696
295524,2024-09-03,482303052483,0.634
295525,2024-09-03,482303052487,0.737
295526,2024-09-03,482303052489,0.702
295527,2024-09-03,482303052497,0.761
295528,2024-09-03,482303052574,0.653
295529,2024-09-03,482303052582,0.759
295530,2024-09-03,482303052599,0.742
295721,2024-09-02,482303052269,1.65
295722,2024-09-02,482303052299,1.79
295723,2024-09-02,482303052413,1.26
295724,2024-09-02,482303052483,1.7
295725,2024-09-02,482303052487,1.8
295726,2024-09-02,482303052489,1.29
295727,2024-09-02,482303052497,1.61
295728,2024-09-02,482303052574,1.73
295729,2024-09-02,482303052582,1.63
295730,2024-09-02,482303052599,1.8
295931,2024-10-06,482303052269,1.16
295932,2024-10-06,482303052299,1.242
295933,2024-10-06,482303052413,0.637
295934,2024-10-06,482303052483,1.19
295935,2024-10-06,482303052487,1.264
295936,2024-10-06,482303052489,0.651
295937,2024-10-06,482303052497,0.985
295938,2024-10-06,482303052574,1.164
295939,2024-10-06,482303052582,0.992
295940,2024-10-06,482303052599,1.23
295941,2024-10-05,482303052269,1.813
295942,2024-10-05,482303052299,1.896
295943,2024-10-05,482303052413,0.784
295944,2024-10-05,482303052483,1.827
295945,2024-10-05,482303052487,1.899
295946,2024-10-05,482303052489,0.804
295947,2024-10-05,482303052497,1.436
295948,2024-10-05,482303052574,1.835
295949,2024-10-05,482303052582,1.431
295950,2024-10-05,482303052599,1.89
295961,2024-10-04,482303052269,1.884
295962,2024-10-04,482303052299,1.974
295963,2024-10-04,482303052413,0.859
295964,2024-10-04,482303052483,1.903
295965,2024-10-04,482303052487,1.978
295966,2024-10-04,482303052489,0.879
295967,2024-10-04,482303052497,1.511
295968,2024-10-04,482303052574,1.915
295969,2024-10-04,482303052582,1.508
295970,2024-10-04,482303052599,1.973
295991,2024-10-03,482303052269,1.932
295992,2024-10-03,482303052299,2.017
295993,2024-10-03,482303052413,0.874
295994,2024-10-03,482303052483,1.956
295995,2024-10-03,482303052487,2.022
295996,2024-10-03,482303052489,0.896
295997,2024-10-03,482303052497,1.549
295998,2024-10-03,482303052574,1.965
295999,2024-10-03,482303052582,1.553
296000,2024-10-03,482303052599,2.016
296031,2024-10-02,482303052269,0.464
296032,2024-10-02,482303052299,0.526
296033,2024-10-02,482303052413,0.422
296034,2024-10-02,482303052483,0.459
296035,2024-10-02,482303052487,0.52
296036,2024-10-02,482303052489,0.423
296037,2024-10-02,482303052497,0.504
296038,2024-10-02,482303052574,0.468
296039,2024-10-02,482303052582,0.501
296040,2024-10-02,482303052599,0.522
296081,2024-10-01,482303052269,0.144
296082,2024-10-01,482303052299,0.182
296083,2024-10-01,482303052413,0.181
296084,2024-10-01,482303052483,0.142
296085,2024-10-01,482303052487,0.178
296086,2024-10-01,482303052489,0.183
296087,2024-10-01,482303052497,0.192
296088,2024-10-01,482303052574,0.147
296089,2024-10-01,482303052582,0.191
296090,2024-10-01,482303052599,0.18
296141,2024-09-30,482303052269,0.201
296142,2024-09-30,482303052299,0.251
296143,2024-09-30,482303052413,0.25
296144,2024-09-30,482303052483,0.199
296145,2024-09-30,482303052487,0.249
296146,2024-09-30,482303052489,0.254
296147,2024-09-30,482303052497,0.265
296148,2024-09-30,482303052574,0.206
296149,2024-09-30,482303052582,0.265
296150,2024-09-30,482303052599,0.252
296211,2024-09-29,482303052269,1.157
296212,2024-09-29,482303052299,1.242
296213,2024-09-29,482303052413,0.8
296214,2024-09-29,482303052483,1.205
296215,2024-09-29,482303052487,1.278
296216,2024-09-29,482303052489,0.818
296217,2024-09-29,482303052497,1.083
296218,2024-09-29,482303052574,1.22
296219,2024-09-29,482303052582,1.11
296220,2024-09-29,482303052599,1.271
296291,2024-09-28,482303052269,1.39
296292,2024-09-28,482303052299,1.474
296293,2024-09-28,482303052413,0.736
296294,2024-09-28,482303052483,1.398
296295,2024-09-28,482303052487,1.469
296296,2024-09-28,482303052489,0.744
296297,2024-09-28,482303052497,1.189
296298,2024-09-28,482303052574,1.41
296299,2024-09-28,482303052582,1.186
296300,2024-09-28,482303052599,1.465
296381,2024-09-27,482303052269,0.175
296382,2024-09-27,482303052299,0.217
296383,2024-09-27,482303052413,0.218
296384,2024-09-27,482303052483,0.171
296385,2024-09-27,482303052487,0.214
296386,2024-09-27,482303052489,0.22
296387,2024-09-27,482303052497,0.23
296388,2024-09-27,482303052574,0.177
296389,2024-09-27,482303052582,0.23
296390,2024-09-27,482303052599,0.217
296481,2024-09-26,482303052269,1.001
296482,2024-09-26,482303052299,1.087
296483,2024-09-26,482303052413,0.674
296484,2024-09-26,482303052483,1
296485,2024-09-26,482303052487,1.081
296486,2024-09-26,482303052489,0.68
296487,2024-09-26,482303052497,0.937
296488,2024-09-26,482303052574,1.01
296489,2024-09-26,482303052582,0.932
296490,2024-09-26,482303052599,1.08
296591,2024-09-25,482303052269,0.41
296592,2024-09-25,482303052299,0.485
296593,2024-09-25,482303052413,0.453
296594,2024-09-25,482303052483,0.402
296595,2024-09-25,482303052487,0.48
296596,2024-09-25,482303052489,0.456
296597,2024-09-25,482303052497,0.494
296598,2024-09-25,482303052574,0.416
296599,2024-09-25,482303052582,0.492
296600,2024-09-25,482303052599,0.483
296711,2024-09-24,482303052269,0.431
296712,2024-09-24,482303052299,0.503
296713,2024-09-24,482303052413,0.464
296714,2024-09-24,482303052483,0.425
296715,2024-09-24,482303052487,0.498
296716,2024-09-24,482303052489,0.468
296717,2024-09-24,482303052497,0.51
296718,2024-09-24,482303052574,0.438
296719,2024-09-24,482303052582,0.508
296720,2024-09-24,482303052599,0.502
296841,2024-09-23,482303052269,1.068
296842,2024-09-23,482303052299,1.134
296843,2024-09-23,482303052413,0.739
296844,2024-09-23,482303052483,1.073
296845,2024-09-23,482303052487,1.133
296846,2024-09-23,482303052489,0.749
296847,2024-09-23,482303052497,1.001
296848,2024-09-23,482303052574,1.082
296849,2024-09-23,482303052582,0.999
296850,2024-09-23,482303052599,1.134
296851,2024-10-27,482303052269,1.037
296852,2024-10-27,482303052299,1.111
296853,2024-10-27,482303052413,0.382
296854,2024-10-27,482303052483,1.057
296855,2024-10-27,482303052487,1.128
296856,2024-10-27,482303052489,0.394
296857,2024-10-27,482303052497,0.787
296858,2024-10-27,482303052574,1.075
296859,2024-10-27,482303052582,0.796
296860,2024-10-27,482303052599,1.133
296861,2024-10-26,482303052269,1.136
296862,2024-10-26,482303052299,1.207
296863,2024-10-26,482303052413,0.381
296864,2024-10-26,482303052483,1.147
296865,2024-10-26,482303052487,1.224
296866,2024-10-26,482303052489,0.392
296867,2024-10-26,482303052497,0.851
296868,2024-10-26,482303052574,1.155
296869,2024-10-26,482303052582,0.853
296870,2024-10-26,482303052599,1.224
296881,2024-10-25,482303052269,1.264
296882,2024-10-25,482303052299,1.353
296883,2024-10-25,482303052413,0.381
296884,2024-10-25,482303052483,1.278
296885,2024-10-25,482303052487,1.369
296886,2024-10-25,482303052489,0.391
296887,2024-10-25,482303052497,0.917
296888,2024-10-25,482303052574,1.292
296889,2024-10-25,482303052582,0.917
296890,2024-10-25,482303052599,1.366
296911,2024-10-24,482303052269,1.475
296912,2024-10-24,482303052299,1.576
296913,2024-10-24,482303052413,0.448
296914,2024-10-24,482303052483,1.494
296915,2024-10-24,482303052487,1.592
296916,2024-10-24,482303052489,0.465
296917,2024-10-24,482303052497,1.073
296918,2024-10-24,482303052574,1.517
296919,2024-10-24,482303052582,1.073
296920,2024-10-24,482303052599,1.591
296951,2024-10-23,482303052269,0.305
296952,2024-10-23,482303052299,0.357
296953,2024-10-23,482303052413,0.26
296954,2024-10-23,482303052483,0.303
296955,2024-10-23,482303052487,0.353
296956,2024-10-23,482303052489,0.26
296957,2024-10-23,482303052497,0.323
296958,2024-10-23,482303052574,0.31
296959,2024-10-23,482303052582,0.32
296960,2024-10-23,482303052599,0.355
297001,2024-10-22,482303052269,1.375
297002,2024-10-22,482303052299,1.479
297003,2024-10-22,482303052413,0.479
297004,2024-10-22,482303052483,1.405
297005,2024-10-22,482303052487,1.492
297006,2024-10-22,482303052489,0.492
297007,2024-10-22,482303052497,1.027
297008,2024-10-22,482303052574,1.424
297009,2024-10-22,482303052582,1.032
297010,2024-10-22,482303052599,1.492
297061,2024-10-21,482303052269,0.164
297062,2024-10-21,482303052299,0.206
297063,2024-10-21,482303052413,0.205
297064,2024-10-21,482303052483,0.161
297065,2024-10-21,482303052487,0.203
297066,2024-10-21,482303052489,0.206
297067,2024-10-21,482303052497,0.217
297068,2024-10-21,482303052574,0.168
297069,2024-10-21,482303052582,0.216
297070,2024-10-21,482303052599,0.205
297131,2024-10-20,482303052269,0.437
297132,2024-10-20,482303052299,0.486
297133,2024-10-20,482303052413,0.332
297134,2024-10-20,482303052483,0.436
297135,2024-10-20,482303052487,0.485
297136,2024-10-20,482303052489,0.334
297137,2024-10-20,482303052497,0.431
297138,2024-10-20,482303052574,0.442
297139,2024-10-20,482303052582,0.431
297140,2024-10-20,482303052599,0.487
297211,2024-10-19,482303052269,0.302
297212,2024-10-19,482303052299,0.355
297213,2024-10-19,482303052413,0.312
297214,2024-10-19,482303052483,0.3
297215,2024-10-19,482303052487,0.351
297216,2024-10-19,482303052489,0.315
297217,2024-10-19,482303052497,0.352
297218,2024-10-19,482303052574,0.306
297219,2024-10-19,482303052582,0.35
297220,2024-10-19,482303052599,0.354
297301,2024-10-18,482303052269,0.276
297302,2024-10-18,482303052299,0.324
297303,2024-10-18,482303052413,0.278
297304,2024-10-18,482303052483,0.273
297305,2024-10-18,482303052487,0.321
297306,2024-10-18,482303052489,0.28
297307,2024-10-18,482303052497,0.319
297308,2024-10-18,482303052574,0.28
297309,2024-10-18,482303052582,0.317
297310,2024-10-18,482303052599,0.323
297401,2024-10-17,482303052269,0.325
297402,2024-10-17,482303052299,0.373
297403,2024-10-17,482303052413,0.298
297404,2024-10-17,482303052483,0.323
297405,2024-10-17,482303052487,0.372
297406,2024-10-17,482303052489,0.301
297407,2024-10-17,482303052497,0.355
297408,2024-10-17,482303052574,0.33
297409,2024-10-17,482303052582,0.354
297410,2024-10-17,482303052599,0.374
297511,2024-10-16,482303052269,0.816
297512,2024-10-16,482303052299,0.878
297513,2024-10-16,482303052413,0.488
297514,2024-10-16,482303052483,0.823
297515,2024-10-16,482303052487,0.884
297516,2024-10-16,482303052489,0.497
297517,2024-10-16,482303052497,0.723
297518,2024-10-16,482303052574,0.831
297519,2024-10-16,482303052582,0.724
297520,2024-10-16,482303052599,0.886
297631,2024-10-15,482303052269,1.35
297632,2024-10-15,482303052299,1.425
297633,2024-10-15,482303052413,0.563
297634,2024-10-15,482303052483,1.365
297635,2024-10-15,482303052487,1.437
297636,2024-10-15,482303052489,0.582
297637,2024-10-15,482303052497,1.061
297638,2024-10-15,482303052574,1.372
297639,2024-10-15,482303052582,1.065
297640,2024-10-15,482303052599,1.432
297761,2024-10-14,482303052269,0.612
297762,2024-10-14,482303052299,0.683
297763,2024-10-14,482303052413,0.359
297764,2024-10-14,482303052483,0.607
297765,2024-10-14,482303052487,0.676
297766,2024-10-14,482303052489,0.359
297767,2024-10-14,482303052497,0.55
297768,2024-10-14,482303052574,0.612
297769,2024-10-14,482303052582,0.542
297770,2024-10-14,482303052599,0.673
297901,2024-10-13,482303052269,0.797
297902,2024-10-13,482303052299,0.872
297903,2024-10-13,482303052413,0.553
297904,2024-10-13,482303052483,0.802
297905,2024-10-13,482303052487,0.874
297906,2024-10-13,482303052489,0.561
297907,2024-10-13,482303052497,0.751
297908,2024-10-13,482303052574,0.816
297909,2024-10-13,482303052582,0.754
297910,2024-10-13,482303052599,0.877
298051,2024-10-12,482303052269,0.475
298052,2024-10-12,482303052299,0.539
298053,2024-10-12,482303052413,0.412
298054,2024-10-12,482303052483,0.47
298055,2024-10-12,482303052487,0.534
298056,2024-10-12,482303052489,0.414
298057,2024-10-12,482303052497,0.506
298058,2024-10-12,482303052574,0.479
298059,2024-10-12,482303052582,0.502
298060,2024-10-12,482303052599,0.537
298211,2024-10-11,482303052269,1.196
298212,2024-10-11,482303052299,1.268
298213,2024-10-11,482303052413,0.637
298214,2024-10-11,482303052483,1.211
298215,2024-10-11,482303052487,1.275
298216,2024-10-11,482303052489,0.651
298217,2024-10-11,482303052497,1.013
298218,2024-10-11,482303052574,1.226
298219,2024-10-11,482303052582,1.018
298220,2024-10-11,482303052599,1.278
298381,2024-10-10,482303052269,0.665
298382,2024-10-10,482303052299,0.728
298383,2024-10-10,482303052413,0.504
298384,2024-10-10,482303052483,0.668
298385,2024-10-10,482303052487,0.727
298386,2024-10-10,482303052489,0.512
298387,2024-10-10,482303052497,0.659
298388,2024-10-10,482303052574,0.682
298389,2024-10-10,482303052582,0.663
298390,2024-10-10,482303052599,0.731
298561,2024-10-09,482303052269,0.434
298562,2024-10-09,482303052299,0.496
298563,2024-10-09,482303052413,0.412
298564,2024-10-09,482303052483,0.434
298565,2024-10-09,482303052487,0.493
298566,2024-10-09,482303052489,0.418
298567,2024-10-09,482303052497,0.479
298568,2024-10-09,482303052574,0.447
298569,2024-10-09,482303052582,0.48
298570,2024-10-09,482303052599,0.497
298751,2024-10-08,482303052269,0.891
298752,2024-10-08,482303052299,0
298753,2024-10-08,482303052413,0.597
298754,2024-10-08,482303052483,0.898
298755,2024-10-08,482303052487,0.969
298756,2024-10-08,482303052489,0.605
298757,2024-10-08,482303052497,0.82
298758,2024-10-08,482303052574,0.909
298759,2024-10-08,482303052582,0.819
298760,2024-10-08,482303052599,0.971
298951,2024-10-07,482303052269,1.251
298952,2024-10-07,482303052299,1.331
298953,2024-10-07,482303052413,0.618
